address,amenities,attraction,num_avg,num_bad,num_excellent,num_good,num_poor,page_link,rating,restaurant,title,total_reviews,walking_grade
"77 Walker St, New York City, NY 10013-3521","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Walking tours,Car hire,Business Center with Internet Access,Valet parking,Parking garage,Secured parking,Street parking,Parking,Free internet,Wifi,Public wifi,Coffee shop,Breakfast available,Wine / champagne,Rooftop bar,Nightclub / DJ,Taxi service,Conference facilities,Meeting rooms,Fax / photocopying,Photo copier / fax In business center,Rooftop terrace,24-hour security,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Doorperson,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Cable / satellite TV,Walk-in shower,Bathrobes,Safe,Telephone,Wardrobe / closet,Bottled water,Iron,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,On-demand movies,Radio,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms",102,4,2,26,7,4,https://www.tripadvisor.com/Hotel_Review-g60763-d15327417-Reviews-Walker_Hotel_Tribeca-New_York_City_New_York.html,4.0,352,Walker Hotel Tribeca,43 reviews,100
"11 Rivington St, New York City, NY 10002-1244","Free High Speed Internet (WiFi),Vending machine,Pets Allowed ( Dog / Pet Friendly ),Fax / photocopying,Baggage storage,Concierge,24-hour front desk,Laundry service,Free internet,Wifi,Public wifi,Internet,Newspaper,Non-smoking hotel,ATM on site,Self-serve laundry,Air conditioning,Safe,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms,Smoking rooms available",187,59,18,67,145,28,https://www.tripadvisor.com/Hotel_Review-g60763-d93374-Reviews-Off_Soho_Suites-New_York_City_New_York.html,3.5,558,Off Soho Suites,317 reviews,100
"940 8th Ave, New York City, NY 10019-4287","Free High Speed Internet (WiFi),Free internet,Wifi,Internet,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Air conditioning,Housekeeping,Non-smoking rooms",107,44,17,61,95,16,https://www.tripadvisor.com/Hotel_Review-g60763-d8482500-Reviews-Jazz_on_Columbus_Circle-New_York_City_New_York.html,3.5,419,Jazz on Columbus Circle,233 reviews,100
"244 W 56th St, New York City, NY 10019-4306","Parking,Free High Speed Internet (WiFi),Free internet,Wifi,Internet,Non-smoking hotel,Laundry service,Air conditioning,Safe,Telephone,Iron,Refrigerator,Flatscreen TV,Bath / shower,Complimentary toiletries,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms",100,138,50,122,287,44,https://www.tripadvisor.com/Hotel_Review-g60763-d99365-Reviews-Da_Vinci_Hotel-New_York_City_New_York.html,3.5,414,Da Vinci Hotel,641 reviews,100
"765 8th Ave, New York City, NY 10036-7005","Free High Speed Internet (WiFi),Free internet,Wifi,Children Activities (Kid / Family Friendly),Baggage storage,Non-smoking hotel,24-hour front desk,Laundry service,Public wifi,Internet,Air conditioning,Desk,Housekeeping,Safe,Clothes rack,Refrigerator,Bath / shower,Hair dryer,Wake-up service / alarm clock,Non-smoking rooms",249,14,6,38,21,2,https://www.tripadvisor.com/Hotel_Review-g60763-d12823041-Reviews-City_Rooms_NYC_Times_Square-New_York_City_New_York.html,4.0,606,City Rooms NYC - Times Square,81 reviews,100
"525 Lexington Avenue at 49th Street, New York City, NY 10017","Parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Bowling offsite,Taxi service,Business Center with Internet Access,Conference facilities,Public wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Vending machine,Banquet room,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Convenience store,Newspaper,Non-smoking hotel,Shared lounge / TV area,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Fireplace,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",65,533,113,671,"1,067",200,https://www.tripadvisor.com/Hotel_Review-g60763-d93475-Reviews-New_York_Marriott_East_Side-New_York_City_New_York.html,4.0,499,New York Marriott East Side,"2,584 reviews",100
"160 E 25th St, New York City, NY 10010-2312","Free High Speed Internet (WiFi),Free internet,Wifi,Internet,Non-smoking hotel,Air conditioning,Non-smoking rooms",43,80,41,116,152,44,https://www.tripadvisor.com/Hotel_Review-g60763-d112017-Reviews-Carlton_Arms_Hotel-New_York_City_New_York.html,3.5,327,Carlton Arms Hotel,433 reviews,100
"88 Allen St Corner of Broome Stree and Allen Street, New York City, NY 10002-3014","Street parking,Free High Speed Internet (WiFi),Coffee shop,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Meeting rooms,Baggage storage,Concierge,Free internet,Internet,Fax / photocopying,Non-smoking hotel,24-hour front desk,Air conditioning,Housekeeping,Private balcony,Safe,Bottled water,Flatscreen TV,Non-smoking rooms,Family rooms",103,13,15,68,27,3,https://www.tripadvisor.com/Hotel_Review-g60763-d12913546-Reviews-The_Allen_Hotel-New_York_City_New_York.html,4.0,425,The Allen Hotel,126 reviews,100
"129 Front St, New York City, NY 10005-1636","Paid public parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Shuttle bus service,Fax / photocopying,Baggage storage,Concierge,24-hour front desk,Secured parking,Parking,Free internet,Wifi,Internet,Newspaper,Non-smoking hotel,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Safe,Iron,Coffee / tea maker,Microwave,Flatscreen TV,Bath / shower,Minibar,Hair dryer,Non-smoking rooms,Suites",54,82,36,83,141,39,https://www.tripadvisor.com/Hotel_Review-g60763-d1164645-Reviews-Eurostars_Wall_Street-New_York_City_New_York.html,3.5,312,Eurostars Wall Street,381 reviews,100
"276 Canal St, New York City, NY 10013-3517","Free High Speed Internet (WiFi),Free internet,Wifi,Business Center with Internet Access,Baggage storage,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Public wifi,Internet,Air conditioning,Iron,Wake-up service / alarm clock,Flatscreen TV,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms",123,130,38,111,210,44,https://www.tripadvisor.com/Hotel_Review-g60763-d3168954-Reviews-SoHo_Garden_Hotel-New_York_City_New_York.html,3.5,380,SoHo Garden Hotel,533 reviews,100
"308 W 58th St 6 Columbus, New York City, NY 10019-1804","Paid public parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Bicycle rental,Babysitting,Business Center with Internet Access,Fax / photocopying,Massage,Parking garage,Parking,Free internet,Wifi,Public wifi,Paid wifi,Internet,Restaurant,Breakfast in the room,Special diet menus,Rooftop bar,Rooftop terrace,Baggage storage,Concierge,Newspaper,Shops,Sun terrace,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Fireplace,Housekeeping,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites",79,187,81,455,421,137,https://www.tripadvisor.com/Hotel_Review-g60763-d93383-Reviews-6_Columbus_Central_Park_Hotel-New_York_City_New_York.html,4.0,289,6 Columbus - Central Park Hotel,"1,281 reviews",100
"8 Stone Street, New York City, NY 10004-2202","Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Baggage storage,Concierge,24-hour front desk,Paid wifi,Internet,Restaurant,Meeting rooms,Non-smoking hotel,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites",55,709,253,751,"1,066",331,https://www.tripadvisor.com/Hotel_Review-g60763-d1858923-Reviews-DoubleTree_by_Hilton_New_York_Downtown-New_York_City_New_York.html,3.5,221,DoubleTree by Hilton New York Downtown,"3,110 reviews",100
"69 W 38th St, New York City, NY 10018-5512","Paid wifi,Paid internet,Snack bar,Vending machine,Baggage storage,Non-smoking hotel,24-hour check-in,24-hour front desk,Internet,Shared bathroom,Shared kitchen,Shared lounge / TV area,Air conditioning,Housekeeping,Safe,Telephone,Bottled water,Flatscreen TV,Complimentary toiletries,Non-smoking rooms",127,199,67,155,325,71,https://www.tripadvisor.com/Hotel_Review-g60763-d121981-Reviews-Americana_Inn-New_York_City_New_York.html,3.5,513,Americana Inn,817 reviews,100
"230 West 101 Street (at 101st Street and Broadway), New York City, NY 10025-4905","Free internet,Wifi,24-hour security,Baggage storage,Non-smoking hotel,Shared kitchen,24-hour check-in,24-hour front desk,Public wifi,Internet,Housekeeping,Non-smoking rooms",10,293,120,243,551,107,https://www.tripadvisor.com/Hotel_Review-g60763-d643970-Reviews-Broadway_Hotel_and_Hostel-New_York_City_New_York.html,3.5,116,Broadway Hotel and Hostel,"1,314 reviews",98
"226 West 50th Street, New York City, NY 10019-6702","Paid public parking nearby,Wifi,Bar / lounge,Taxi service,Fax / photocopying,Rooftop terrace,Baggage storage,24-hour front desk,Public wifi,Internet,Restaurant,Breakfast available,Concierge,Non-smoking hotel,Laundry service,Ironing service,Air conditioning,Housekeeping,Telephone,Iron,Wake-up service / alarm clock,Flatscreen TV,Complimentary toiletries,Hair dryer,Non-smoking rooms",230,861,401,"1,022","1,448",426,https://www.tripadvisor.com/Hotel_Review-g60763-d80075-Reviews-Amsterdam_Court_Hotel-New_York_City_New_York.html,3.5,613,Amsterdam Court Hotel,"4,156 reviews",100
"304 East 42nd Street, New York City, NY 10017-5905","Valet parking,Free internet,Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Baggage storage,Concierge,Wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast buffet,Meeting rooms,Convenience store,Non-smoking hotel,ATM on site,24-hour front desk,Air conditioning,Safe,Flatscreen TV,Non-smoking rooms,Suites",31,21,21,51,67,14,https://www.tripadvisor.com/Hotel_Review-g60763-d93339-Reviews-Westgate_New_York_Grand_Central-New_York_City_New_York.html,3.5,265,Westgate New York Grand Central,174 reviews,100
"6 Platt St, New York City, NY 10038-4807","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Meeting rooms,Baggage storage,Concierge,Free internet,Wifi,Internet,Restaurant,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Telephone,Flatscreen TV,Non-smoking rooms,Suites",63,87,46,127,178,36,https://www.tripadvisor.com/Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html,3.5,377,Four Points by Sheraton New York Downtown,473 reviews,100
"510 W 42nd St, New York City, NY 10036-6204","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Coffee shop,Bicycle rental,Nightclub / DJ,Babysitting,Business Center with Internet Access,Parking,Free internet,Wifi,Public wifi,Internet,Breakfast available,Conference facilities,Meeting rooms,Fax / photocopying,Baggage storage,Non-smoking hotel,Outdoor furniture,Picnic area,Sun terrace,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Allergy-free room,Air conditioning,Fireplace,Housekeeping,Safe,Minibar,Refrigerator,Flatscreen TV,VIP room facilities,Bridal suite,Non-smoking rooms,Suites",45,39,53,148,93,28,https://www.tripadvisor.com/Hotel_Review-g60763-d2439732-Reviews-Cachet_Boutique-New_York_City_New_York.html,3.5,221,Cachet Boutique,361 reviews,100
"338 W 36th St, New York City, NY 10018-7598","Parking,Wifi,Fitness Center with Gym / Workout Room,Free breakfast,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Meeting rooms,Public wifi,Paid wifi,Internet,Bar / lounge,Breakfast buffet,Baggage storage,Concierge,Convenience store,Non-smoking hotel,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Microwave,Refrigerator,Non-smoking rooms,Family rooms",63,14,16,55,30,9,https://www.tripadvisor.com/Hotel_Review-g60763-d15288822-Reviews-SpringHill_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html,4.0,380,SpringHill Suites New York Manhattan/Times Square South,124 reviews,100
"569 Lexington Ave, New York City, NY 10022-7562","Valet parking,Free internet,Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Conference facilities,Salon,24-hour security,Paid private parking on-site,Wifi,Public wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast buffet,Banquet room,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Safe,Flatscreen TV,Hair dryer,Non-smoking rooms,Suites",55,"1,371",516,"1,879","2,304",603,https://www.tripadvisor.com/Hotel_Review-g60763-d93466-Reviews-Double_Tree_by_Hilton_Hotel_Metropolitan_New_York_City-New_York_City_New_York.html,3.5,454,Double Tree by Hilton Hotel Metropolitan New York City,"6,672 reviews",100
"440 West 57th Street, New York City, NY 10019-3013","Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Paid private parking nearby,Parking garage,Secured parking,Parking,Free internet,Wifi,Public wifi,Internet,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Vending machine,Taxi service,Banquet room,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Convenience store,Gift shop,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Dry cleaning,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Coffee / tea maker,Flatscreen TV,On-demand movies,Hair dryer,Iron,Non-smoking rooms",45,"1,370",385,826,"2,230",464,https://www.tripadvisor.com/Hotel_Review-g60763-d93344-Reviews-The_Watson_Hotel-New_York_City_New_York.html,3.5,236,The Watson Hotel,"5,275 reviews",100
"119 West 56th Street, New York City, NY 10019-4000","Paid private parking on-site,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Evening entertainment,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Business Center with Internet Access,Parking,Free internet,Wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Conference facilities,Banquet room,Meeting rooms,Fax / photocopying,Spa,Makeup services,Manicure,Pedicure,Salon,Solarium,Baggage storage,Concierge,Non-smoking hotel,Shops,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites",100,148,72,223,203,122,https://www.tripadvisor.com/Hotel_Review-g60763-d93464-Reviews-Parker_New_York-New_York_City_New_York.html,3.5,386,Parker New York,767 reviews,100
"350 W 40th St Times Square, New York City, NY 10018-1404","Valet parking,Free internet,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Paid private parking nearby,Wifi,Public wifi,Paid wifi,Internet,Coffee shop,Restaurant,Breakfast buffet,Vending machine,Rooftop bar,Meeting rooms,Fax / photocopying,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Desk,Room service,Safe,Coffee / tea maker,Flatscreen TV,Bath / shower,Complimentary toiletries,Telephone,Iron,Wake-up service / alarm clock,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",131,426,235,648,697,264,https://www.tripadvisor.com/Hotel_Review-g60763-d11236004-Reviews-DoubleTree_by_Hilton_Hotel_New_York_Times_Square_West-New_York_City_New_York.html,3.5,434,DoubleTree by Hilton Hotel New York Times Square West,"2,266 reviews",100
"790 7th Avenue, New York City, NY 10019-6204","Paid private parking on-site,Free internet,Fitness Center with Gym / Workout Room,Breakfast available,Taxi service,Business Center with Internet Access,24-hour security,Baggage storage,Parking,Wifi,Public wifi,Internet,Vending machine,Concierge,Gift shop,Non-smoking hotel,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Housekeeping,Safe,Telephone,Clothes rack,Coffee / tea maker,Flatscreen TV,Bath / shower,Complimentary toiletries,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",189,"1,901","1,165","4,872","2,590","1,026",https://www.tripadvisor.com/Hotel_Review-g60763-d93545-Reviews-The_Manhattan_at_Times_Square_Hotel-New_York_City_New_York.html,4.0,515,The Manhattan at Times Square Hotel,"11,554 reviews",100
"235 West 46TH ST Between Broadway & 8th Avenue, New York City, NY 10036-1409","Valet parking,Free internet,Fitness Center with Gym / Workout Room,Coffee shop,Conference facilities,24-hour security,Baggage storage,24-hour check-in,Wifi,Paid wifi,Internet,Breakfast available,Breakfast buffet,Vending machine,Concierge,Convenience store,Gift shop,Non-smoking hotel,Shops,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Safe,Wake-up service / alarm clock,Flatscreen TV,Complimentary toiletries,Non-smoking rooms,Suites",260,232,155,468,369,191,https://www.tripadvisor.com/Hotel_Review-g60763-d93517-Reviews-Paramount_Hotel_New_York-New_York_City_New_York.html,3.5,603,Paramount Hotel New York,"1,413 reviews",100
"700 8th Avenue, New York City, NY 10036-3901","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Evening entertainment,Taxi service,Business Center with Internet Access,Parking,Free internet,Wifi,Public wifi,Paid wifi,Internet,Coffee shop,Restaurant,Breakfast available,Fax / photocopying,Salon,24-hour security,Baggage storage,Concierge,Convenience store,Gift shop,Non-smoking hotel,Shops,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Desk,Fireplace,Housekeeping,Safe,Telephone,Flatscreen TV,Complimentary toiletries,Hair dryer,Iron,Non-smoking rooms,Suites",269,"4,891","2,446","7,245","8,150","2,527",https://www.tripadvisor.com/Hotel_Review-g60763-d1938661-Reviews-Row_NYC_Hotel-New_York_City_New_York.html,3.5,606,Row NYC Hotel,"25,256 reviews",100
